Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
132.00;3.78;2026-03-28T09:29:45.3893455+01:00;117.17;-2.94;-59.26;12.0;-3.947;-3.635;28.385;-28.345;1.033;-10.938;94.250;-71.306;118.241;"2026-03-28T09:29:45.302+01:00|W1|1.9|1.89|0.01|1.89|0.33;2026-03-28T09:29:45.302+01:00|W2|1.4|1.38|0.02|1.38|0.15;2026-03-28T09:29:45.302+01:00|W3|1.7|1.48|0.05|1.48|0.59;2026-03-28T09:29:45.302+01:00|W4|1.3|0.89|0.03|0.89|0.94;2026-03-28T09:29:45.302+01:00|W5|1.1|1.10|0.05|1.10|0.16;2026-03-28T09:29:45.302+01:00|W6|1.5|1.16|0.15|1.16|0.96;2026-03-28T09:29:45.302+01:00|W7|1.6|1.22|0.06|1.22|1.00;2026-03-28T09:29:45.302+01:00|W8|1.5|0.81|0.07|0.81|1.27;2026-03-28T09:29:45.302+01:00|W9|0.7|0.35|0.16|0.35|0.59;2026-03-28T09:29:45.302+01:00|W10|1.1|0.65|0.08|0.65|0.71;2026-03-28T09:29:45.302+01:00|W11|0.9|0.27|0.04|0.27|0.79;2026-03-28T09:29:45.302+01:00|W12|1.3|0.02|0.06|0.02|1.28"
133.00;3.75;2026-03-28T09:29:45.4189996+01:00;117.94;-2.96;-59.86;11.6;-3.566;-2.778;29.384;-27.582;1.396;-10.712;94.433;-71.040;118.222;"2026-03-28T09:29:45.302+01:00|W1|1.9|1.89|0.01|1.89|0.33;2026-03-28T09:29:45.302+01:00|W2|1.4|1.38|0.02|1.38|0.15;2026-03-28T09:29:45.302+01:00|W3|1.7|1.48|0.05|1.48|0.59;2026-03-28T09:29:45.302+01:00|W4|1.3|0.89|0.03|0.89|0.94;2026-03-28T09:29:45.302+01:00|W5|1.1|1.10|0.05|1.10|0.16;2026-03-28T09:29:45.302+01:00|W6|1.5|1.16|0.15|1.16|0.96;2026-03-28T09:29:45.302+01:00|W7|1.6|1.22|0.06|1.22|1.00;2026-03-28T09:29:45.302+01:00|W8|1.5|0.81|0.07|0.81|1.27;2026-03-28T09:29:45.302+01:00|W9|0.7|0.35|0.16|0.35|0.59;2026-03-28T09:29:45.302+01:00|W10|1.1|0.65|0.08|0.65|0.71;2026-03-28T09:29:45.302+01:00|W11|0.9|0.27|0.04|0.27|0.79;2026-03-28T09:29:45.302+01:00|W12|1.3|0.02|0.06|0.02|1.28"
134.00;3.75;2026-03-28T09:29:45.4486990+01:00;118.72;-2.99;-60.44;11.9;-3.184;-1.926;30.385;-27.518;1.759;-10.653;94.424;-70.923;118.144;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
135.00;3.75;2026-03-28T09:29:45.4785244+01:00;119.50;-3.02;-61.03;12.5;-2.801;-1.072;31.390;-27.583;2.124;-10.624;94.379;-70.833;118.055;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
136.00;3.75;2026-03-28T09:29:45.5089639+01:00;120.30;-3.06;-61.63;13.0;-2.410;-0.199;32.415;-27.650;2.496;-10.596;94.333;-70.741;117.963;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
137.00;3.75;2026-03-28T09:29:45.5394595+01:00;121.10;-3.09;-62.22;13.6;-2.374;0.362;33.361;-28.174;2.944;-10.672;94.333;-70.892;118.054;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
138.00;3.74;2026-03-28T09:29:45.5700074+01:00;121.89;-3.12;-62.82;14.3;-2.668;0.635;34.234;-29.124;3.461;-10.847;94.375;-71.270;118.313;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
139.00;3.74;2026-03-28T09:29:45.6003269+01:00;122.69;-3.15;-63.43;14.8;-3.408;0.547;33.900;-28.915;3.830;-10.969;94.425;-71.443;118.458;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
140.00;3.73;2026-03-28T09:29:45.6306315+01:00;123.49;-3.18;-64.03;15.1;-4.188;0.364;33.287;-28.870;4.070;-11.022;94.479;-71.565;118.573;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
141.00;3.72;2026-03-28T09:29:45.6609892+01:00;124.28;-3.20;-64.64;14.8;-4.900;0.021;32.285;-29.893;3.947;-10.870;94.536;-71.607;118.642;"2026-03-28T09:29:45.552+01:00|W1|1.9|1.87|0.04|1.87|0.35;2026-03-28T09:29:45.552+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.552+01:00|W3|1.8|1.64|0.13|1.64|0.55;2026-03-28T09:29:45.552+01:00|W4|1.3|0.88|0.02|0.88|0.95;2026-03-28T09:29:45.552+01:00|W5|1.2|1.14|0.12|1.14|0.36;2026-03-28T09:29:45.552+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.552+01:00|W7|1.5|1.16|0.13|1.16|0.93;2026-03-28T09:29:45.552+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.552+01:00|W9|0.8|0.44|0.06|0.44|0.61;2026-03-28T09:29:45.552+01:00|W10|0.9|0.57|0.06|0.57|0.54;2026-03-28T09:29:45.552+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.552+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
142.00;3.71;2026-03-28T09:29:45.6913490+01:00;125.08;-3.23;-65.24;14.5;-5.612;-0.322;31.282;-30.917;3.825;-10.719;94.594;-71.650;118.712;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
143.00;3.71;2026-03-28T09:29:45.7217103+01:00;125.88;-3.26;-65.84;14.2;-6.324;-0.664;30.280;-31.941;3.702;-10.567;94.652;-71.692;118.782;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
144.00;3.70;2026-03-28T09:29:45.7520516+01:00;126.68;-3.29;-66.45;13.5;-6.480;-1.009;29.572;-32.246;3.231;-10.333;94.674;-71.831;118.882;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
145.00;3.69;2026-03-28T09:29:45.7825737+01:00;127.48;-3.32;-67.06;12.8;-6.506;-1.351;28.695;-32.093;2.696;-10.139;94.699;-71.939;118.967;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
146.00;3.69;2026-03-28T09:29:45.8135447+01:00;128.29;-3.34;-67.68;12.1;-6.305;-1.688;27.352;-30.930;2.066;-10.056;94.742;-71.955;119.010;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
147.00;3.68;2026-03-28T09:29:45.8446108+01:00;129.11;-3.37;-68.30;11.7;-5.886;-2.058;26.184;-30.991;1.423;-10.348;94.723;-71.917;118.972;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
148.00;3.68;2026-03-28T09:29:45.8757225+01:00;129.93;-3.40;-68.92;11.6;-5.361;-2.444;25.101;-31.643;0.774;-10.820;94.676;-71.854;118.896;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
149.00;3.68;2026-03-28T09:29:45.9068301+01:00;130.75;-3.43;-69.54;11.4;-4.837;-2.831;24.018;-32.295;0.124;-11.292;94.629;-71.791;118.820;"2026-03-28T09:29:45.800+01:00|W1|1.9|1.87|0.05|1.87|0.37;2026-03-28T09:29:45.800+01:00|W2|1.4|1.40|0.04|1.40|0.15;2026-03-28T09:29:45.800+01:00|W3|1.8|1.72|0.15|1.72|0.44;2026-03-28T09:29:45.800+01:00|W4|1.3|0.88|0.03|0.88|0.94;2026-03-28T09:29:45.800+01:00|W5|1.2|1.12|0.12|1.12|0.46;2026-03-28T09:29:45.800+01:00|W6|1.4|1.08|0.01|1.08|0.90;2026-03-28T09:29:45.800+01:00|W7|1.5|1.12|0.13|1.12|0.95;2026-03-28T09:29:45.800+01:00|W8|1.3|0.76|0.11|0.76|1.07;2026-03-28T09:29:45.800+01:00|W9|0.8|0.53|0.01|0.53|0.65;2026-03-28T09:29:45.800+01:00|W10|0.8|0.53|0.14|0.53|0.42;2026-03-28T09:29:45.800+01:00|W11|0.7|0.20|0.26|0.20|0.64;2026-03-28T09:29:45.800+01:00|W12|1.1|-0.17|0.23|-0.17|0.97"
150.00;3.67;2026-03-28T09:29:45.9374480+01:00;131.55;-3.45;-70.15;11.4;-4.320;-3.085;23.325;-32.553;-0.453;-11.837;94.572;-71.684;118.711;"2026-03-28T09:29:46.054+01:00|W1|1.9|1.84|0.09|1.84|0.37;2026-03-28T09:29:46.054+01:00|W2|1.3|1.29|0.13|1.29|0.10;2026-03-28T09:29:46.054+01:00|W3|1.8|1.74|0.13|1.74|0.31;2026-03-28T09:29:46.054+01:00|W4|1.3|0.88|0.01|0.88|0.95;2026-03-28T09:29:46.054+01:00|W5|1.2|1.10|0.11|1.10|0.50;2026-03-28T09:29:46.054+01:00|W6|1.4|1.05|0.04|1.05|0.87;2026-03-28T09:29:46.054+01:00|W7|1.5|1.09|0.13|1.09|0.97;2026-03-28T09:29:46.054+01:00|W8|1.3|0.78|0.15|0.78|1.00;2026-03-28T09:29:46.054+01:00|W9|0.8|0.47|0.01|0.47|0.67;2026-03-28T09:29:46.054+01:00|W10|0.7|0.57|0.21|0.57|0.30;2026-03-28T09:29:46.054+01:00|W11|0.6|0.18|0.34|0.18|0.55;2026-03-28T09:29:46.054+01:00|W12|1.1|-0.29|0.21|-0.29|1.02"
151.00;3.67;2026-03-28T09:29:45.9674908+01:00;132.34;-3.48;-70.75;11.5;-3.814;-3.183;23.089;-32.349;-0.945;-12.467;94.505;-71.525;118.562;"2026-03-28T09:29:46.054+01:00|W1|1.9|1.84|0.09|1.84|0.37;2026-03-28T09:29:46.054+01:00|W2|1.3|1.29|0.13|1.29|0.10;2026-03-28T09:29:46.054+01:00|W3|1.8|1.74|0.13|1.74|0.31;2026-03-28T09:29:46.054+01:00|W4|1.3|0.88|0.01|0.88|0.95;2026-03-28T09:29:46.054+01:00|W5|1.2|1.10|0.11|1.10|0.50;2026-03-28T09:29:46.054+01:00|W6|1.4|1.05|0.04|1.05|0.87;2026-03-28T09:29:46.054+01:00|W7|1.5|1.09|0.13|1.09|0.97;2026-03-28T09:29:46.054+01:00|W8|1.3|0.78|0.15|0.78|1.00;2026-03-28T09:29:46.054+01:00|W9|0.8|0.47|0.01|0.47|0.67;2026-03-28T09:29:46.054+01:00|W10|0.7|0.57|0.21|0.57|0.30;2026-03-28T09:29:46.054+01:00|W11|0.6|0.18|0.34|0.18|0.55;2026-03-28T09:29:46.054+01:00|W12|1.1|-0.29|0.21|-0.29|1.02"
152.00;3.66;2026-03-28T09:29:45.9972321+01:00;133.12;-3.51;-71.34;11.8;-3.496;-3.314;22.685;-32.852;-1.385;-13.185;94.447;-71.632;118.579;"2026-03-28T09:29:46.054+01:00|W1|1.9|1.84|0.09|1.84|0.37;2026-03-28T09:29:46.054+01:00|W2|1.3|1.29|0.13|1.29|0.10;2026-03-28T09:29:46.054+01:00|W3|1.8|1.74|0.13|1.74|0.31;2026-03-28T09:29:46.054+01:00|W4|1.3|0.88|0.01|0.88|0.95;2026-03-28T09:29:46.054+01:00|W5|1.2|1.10|0.11|1.10|0.50;2026-03-28T09:29:46.054+01:00|W6|1.4|1.05|0.04|1.05|0.87;2026-03-28T09:29:46.054+01:00|W7|1.5|1.09|0.13|1.09|0.97;2026-03-28T09:29:46.054+01:00|W8|1.3|0.78|0.15|0.78|1.00;2026-03-28T09:29:46.054+01:00|W9|0.8|0.47|0.01|0.47|0.67;2026-03-28T09:29:46.054+01:00|W10|0.7|0.57|0.21|0.57|0.30;2026-03-28T09:29:46.054+01:00|W11|0.6|0.18|0.34|0.18|0.55;2026-03-28T09:29:46.054+01:00|W12|1.1|-0.29|0.21|-0.29|1.02"
153.00;3.66;2026-03-28T09:29:46.0268945+01:00;133.90;-3.53;-71.93;12.1;-3.248;-3.458;22.268;-33.397;-1.804;-13.916;94.397;-71.786;118.631;"2026-03-28T09:29:46.054+01:00|W1|1.9|1.84|0.09|1.84|0.37;2026-03-28T09:29:46.054+01:00|W2|1.3|1.29|0.13|1.29|0.10;2026-03-28T09:29:46.054+01:00|W3|1.8|1.74|0.13|1.74|0.31;2026-03-28T09:29:46.054+01:00|W4|1.3|0.88|0.01|0.88|0.95;2026-03-28T09:29:46.054+01:00|W5|1.2|1.10|0.11|1.10|0.50;2026-03-28T09:29:46.054+01:00|W6|1.4|1.05|0.04|1.05|0.87;2026-03-28T09:29:46.054+01:00|W7|1.5|1.09|0.13|1.09|0.97;2026-03-28T09:29:46.054+01:00|W8|1.3|0.78|0.15|0.78|1.00;2026-03-28T09:29:46.054+01:00|W9|0.8|0.47|0.01|0.47|0.67;2026-03-28T09:29:46.054+01:00|W10|0.7|0.57|0.21|0.57|0.30;2026-03-28T09:29:46.054+01:00|W11|0.6|0.18|0.34|0.18|0.55;2026-03-28T09:29:46.054+01:00|W12|1.1|-0.29|0.21|-0.29|1.02"
154.00;3.66;2026-03-28T09:29:46.0565464+01:00;134.68;-3.56;-72.52;12.4;-3.166;-3.651;22.098;-32.818;-2.156;-14.574;94.394;-71.774;118.620;"2026-03-28T09:29:46.054+01:00|W1|1.9|1.84|0.09|1.84|0.37;2026-03-28T09:29:46.054+01:00|W2|1.3|1.29|0.13|1.29|0.10;2026-03-28T09:29:46.054+01:00|W3|1.8|1.74|0.13|1.74|0.31;2026-03-28T09:29:46.054+01:00|W4|1.3|0.88|0.01|0.88|0.95;2026-03-28T09:29:46.054+01:00|W5|1.2|1.10|0.11|1.10|0.50;2026-03-28T09:29:46.054+01:00|W6|1.4|1.05|0.04|1.05|0.87;2026-03-28T09:29:46.054+01:00|W7|1.5|1.09|0.13|1.09|0.97;2026-03-28T09:29:46.054+01:00|W8|1.3|0.78|0.15|0.78|1.00;2026-03-28T09:29:46.054+01:00|W9|0.8|0.47|0.01|0.47|0.67;2026-03-28T09:29:46.054+01:00|W10|0.7|0.57|0.21|0.57|0.30;2026-03-28T09:29:46.054+01:00|W11|0.6|0.18|0.34|0.18|0.55;2026-03-28T09:29:46.054+01:00|W12|1.1|-0.29|0.21|-0.29|1.02"
